"","Title","Author","Format","Starts","Price","ISBN","Category","publishedDate","categories","pageCount"
"9450","Oxford Reading Tree: Level 6: Stories: Kipper and the Giant","Roderick Hunt","Paperback",4,"5.43",9780198482819,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9451","The Italian Project, Beginners 1a","T Marin","Mixed media product",4,"35.42",9788898433001,"Dictionaries-Languages",NA,NA,NA
"9452","Biblical Greek Laminated Sheet","William D. Mounce","Loose-leaf",4.5,"9.61",9780310262947,"Dictionaries-Languages",NA,NA,NA
"9453","Cronica De Una Muerte Anunciada","Gabriel Garcia Marquez","Paperback",4,"10.25",9788497592437,"Dictionaries-Languages","2005","Chile",187
"9454","Oxford Reading Tree: Level 5: Stories: Pirate Adventure","Roderick Hunt","Paperback",4,"4.64",9780198482444,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9455","Super Minds Level 4 Student's Book with DVD-ROM","Herbert Puchta","Mixed media product",0,"18.29",9780521222181,"Dictionaries-Languages","2012-08-09","Foreign Language Study",129
"9456","Oxford Reading Tree: Level 2: Stories: The Go-kart","Thelma Page","Paperback",3.5,"4.28",9780198481201,"Dictionaries-Languages",NA,NA,NA
"9457","Introduction to Information Science","David Bawden","Paperback",3.5,"69.33",9781856048101,"Dictionaries-Languages","2015-06-10","Computers",385
"9458","An A-Z of English Grammar & Usage","Benita Cruickshank","Paperback",4,"48.03",9780582405745,"Dictionaries-Languages",NA,NA,NA
"9459","Oxford Reading Tree: Level 4: Stories: The New House","Roderick Hunt","Paperback",3.5,"4.58",9780198482093,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9460","Italian Verb Wheel (Verbi Irregolari in Italiano)","Stephane Derone","Paperback",0,"7.72",9781847950918,"Dictionaries-Languages",NA,NA,NA
"9461","Gramm.it","G Iacovoni","Paperback",0,"34.26",9788875734305,"Dictionaries-Languages","2010","Language Arts & Disciplines, Language Arts & Disciplines",317
"9462","Complete Swedish Beginner to Intermediate Course","Anneli Haake","Mixed media product",4,"25.33",9781444195101,"Dictionaries-Languages","2018-06-26","Foreign Language Study",384
"9463","Hugo In Three Months: Spanish","Isabel Cisneros","Paperback",4,"8.24",9781405301053,"Dictionaries-Languages","2003","Spanish language",256
"9464","Begegnungen","Anne Buscha","Mixed media product",4,"31.78",9783929526868,"Dictionaries-Languages","2007","German language",238
"9465","Making a Good Script Great","Linda Seger","Paperback",4,"13.4",9781935247012,"Dictionaries-Languages",NA,NA,NA
"9466","Save the Cat! Goes to the Movies","Blake Snyder","Paperback",4,"23.53",9781932907353,"Dictionaries-Languages","2007","Performing Arts",0
"9467","Wonderbook (Revised and Expanded)","Jeff Vandermeer","Paperback",4.5,"20.15",9781419729669,"Dictionaries-Languages","2018-07-03","Reference",0
"9468","Oxford Reading Tree: Level 6: Stories: In the Garden","Roderick Hunt","Paperback",3.5,"5.43",9780198482802,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9469","Stiff","Mary Roach","Paperback",4,"12.79",9780393324822,"Dictionaries-Languages","2004-04-27","Language Arts & Disciplines",305
"9470","MCP Spelling Workout Level A S","Modern Curriculum Press","Paperback",3.5,"14.4",9780765224804,"Dictionaries-Languages","2001-09","English language",0
"9471","Truth in Comedy","Halpern","Paperback",4,"14.62",9781566080033,"Dictionaries-Languages",NA,NA,NA
"9472","Collins Scrabble Dictionary","Collins Dictionaries","Paperback",4.5,"14.01",9780007589135,"Dictionaries-Languages","2015-09-10","Scrabble (Game)",912
"9473","Packing for Mars","Mary Roach","Paperback",4,"10.89",9780393339918,"Dictionaries-Languages","2011-04-04","Medical",335
"9474","Songwriting without Boundaries","Pat Pattison","Paperback",4.5,"12.72",9781599632971,"Dictionaries-Languages",NA,NA,NA
"9475","Gomorrah","Roberto Saviano","Paperback",3.5,"8.68",9781509843886,"Dictionaries-Languages","2017-04-20",NA,304
"9476","Codes, Ciphers and Secret Writing","Martin Gardner","Paperback",4,"5.63",9780486247618,"Dictionaries-Languages","1984-01-01","Juvenile Nonfiction",100
"9477","Lonely Planet Brazilian Portuguese Phrasebook & Dictionary","Marcia Monje de Castro","Paperback",4,"5.53",9781743211816,"Dictionaries-Languages","2014","English language",0
"9478","Advanced Spanish Step-by-Step","Barbara Bregstein","Paperback",4,"14.71",9780071768733,"Dictionaries-Languages","2011-12-28","Foreign Language Study",306
"9479","Lonely Planet Farsi (Persian) Phrasebook & Dictionary","Lonely Planet","Paperback",4.5,"5.55",9781741791341,"Dictionaries-Languages","2014","Foreign Language Study",0
"9480","Oxford Beginner's Chinese Dictionary","Oxford Dictionaries","Paperback",4,"11.19",9780199298532,"Dictionaries-Languages",NA,NA,NA
"9481","Super Minds Level 3 Workbook with Online Resources","Herbert Puchta","Mixed media product",0,"19.54",9781107482999,"Dictionaries-Languages",NA,NA,NA
"9482","Understanding Second Language Acquisition","Lourdes Ortega","Paperback",3.5,"40.25",9780340905593,"Dictionaries-Languages","2009","Foreign Language Study",324
"9483","Cambridge IGCSE First Language English 4th edition","John Reynolds","Paperback",0,"26.68",9781510421318,"Dictionaries-Languages","2018-03-29",NA,256
"9484","Nuovo Espresso","Luciana Ziglio","Paperback",0,"35.42",9788861823181,"Dictionaries-Languages","2014","Juvenile Nonfiction",240
"9485","New Practical Chinese Reader vol.2 - Textbook","Xun Liu","Paperback",0,"26.43",9787561928950,"Dictionaries-Languages","2010","Chinese language",0
"9486","Latin For Dummies","Clfford A. Hull","Paperback",3.5,"14.27",9780764554315,"Dictionaries-Languages","2002-01-22","Foreign Language Study",388
"9487","Jolly Phonics Pupil Book 2","Sara Wernham","Paperback",3,"4.33",9781844141630,"Dictionaries-Languages","2010-01-01","Reading",47
"9488","Madame Bovary","Gustave Flaubert","Paperback",3.5,"8.26",9782070413119,"Dictionaries-Languages","2001","Fiction",532
"9489","Gotham Writers' Workshop Writing Fiction","Gotham Writers' Workshop","Paperback",4,"15.39",9781582343303,"Dictionaries-Languages","2003-08-01","Reference",304
"9490","501 Spanish Verbs","Christopher Kendris","Paperback",4.5,"16.11",9781438009162,"Dictionaries-Languages","2017-06-01","Foreign Language Study",0
"9491","IELTS Trainer Six Practice Tests with Answers and Audio CDs (3)","Louise Hashemi","Mixed media product",4,"33.84",9780521128209,"Dictionaries-Languages",NA,NA,NA
"9492","Writing the Breakout Novel","Donald Maass","Paperback",4,"13.8",9781582971827,"Dictionaries-Languages",NA,NA,NA
"9493","Seriously Funny","Terry Pratchett","Hardback",4.5,"10.59",9780857524300,"Dictionaries-Languages",NA,NA,NA
"9494","Opened Ground","Seamus Heaney","Paperback",4.5,"19.57",9780571194933,"Dictionaries-Languages","1998","Performing Arts",479
"9495","Before Sunrise & Before Sunset","Richard Linklater","Paperback",4.5,"10.93",9781400096046,"Dictionaries-Languages","2005-05-10","Drama",219
"9496","Oxford Reading Tree: Level 3: Stories: Nobody Wanted to Play","Roderick Hunt","Paperback",3,"4.29",9780198481744,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9497","Oxford Reading Tree: Level 3: Stories: The Rope Swing","Roderick Hunt","Paperback",3.5,"4.28",9780198481751,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9498","Collins Latin Dictionary and Grammar","Collins Dictionaries","Paperback",4.5,"13.8",9780008167677,"Dictionaries-Languages","2016-02-11","English language",0
"9499","English for Everyone Course Book Level 1 Beginner","DK","Paperback",4,"14.92",9780241226315,"Dictionaries-Languages",NA,NA,NA
"9500","Elementary Korean","Ross King","Paperback",4,"21.48",9780804844987,"Dictionaries-Languages","2014-06-03","Foreign Language Study",0
"9501","Oxford Reading Tree: Level 7: Stories: Lost in the Jungle","Roderick Hunt","Paperback",3.5,"6.1",9780198483076,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9502","Think Level 2 Workbook with Online Practice","Herbert Puchta","Mixed media product",0,"17.79",9781107509177,"Dictionaries-Languages",NA,NA,NA
"9503","How to Own the Room","Viv Groskop","Hardback",4,"14.14",9781787631120,"Dictionaries-Languages","2018","Biography & Autobiography",0
"9504","The Essential Chomsky","Noam Chomsky","Paperback",4,"19.36",9781595581891,"Dictionaries-Languages","2008","Language Arts & Disciplines",534
"9505","Ele Actual","Virgilio Borobio Carrera","Mixed media product",5,"31.63",9788467547474,"Dictionaries-Languages",NA,NA,NA
"9506","Oxford Latin Course: Part II: Student's Book","Maurice Balme","Paperback",3.5,"30.68",9780199122271,"Dictionaries-Languages","1996","Foreign Language Study, NULL",182
"9507","Think Level 2 Student's Book","Herbert Puchta","Paperback",0,"22.9",9781107509153,"Dictionaries-Languages",NA,NA,NA
"9508","Lists of Note","Shaun Usher","Hardback",4,"31.49",9781782114529,"Dictionaries-Languages","2014","Lists",0
"9509","Key Words: 6a Our friends","W. Murray","Hardback",4,"4.0",9781409301158,"Dictionaries-Languages","2009-08-25","Juvenile Nonfiction",0
"9510","Talk Like TED","Carmine Gallo","Paperback",4,"10.66",9781447286325,"Dictionaries-Languages",NA,NA,NA
"9511","New Italian Espresso","","Hardback",4.5,"53.78",9788861823549,"Dictionaries-Languages",NA,NA,NA
"9512","Urban Dictionary","Urbandictionary.com","Paperback",3.5,"9.45",9781449409906,"Dictionaries-Languages","2012-04-24","Humor",274
"9513","The Back of the Napkin","Dan Roam","Paperback",4,"20.24",9781591842699,"Dictionaries-Languages","2013-02-26","Business & Economics",306
"9514","English Grammar in Use Book with Answers","Raymond Murphy","Paperback",4.5,"32.42",9781108457651,"Dictionaries-Languages",NA,NA,NA
"9515","Italian Vocabulary","Joseph Levi","Fold-out book or chart",4.5,"6.39",9781572228283,"Dictionaries-Languages","2004-06-30",NA,0
"9516","New English File Pre-intermediate: Student's Book","Clive Oxenden","Paperback",4.5,"37.12",9780194384339,"Dictionaries-Languages",NA,NA,NA
"9517","Oxford School Shakespeare: Julius Caesar","William Shakespeare","Paperback",3.5,"6.99",9780198328681,"Dictionaries-Languages","2010-03-04","Juvenile Nonfiction",0
"9518","Between You & Me","Mary Norris","Hardback",3.5,"17.26",9780393240184,"Dictionaries-Languages",NA,NA,NA
"9519","Story Engineering","Larry Brooks","Paperback",4,"16.12",9781582979984,"Dictionaries-Languages","2011-02-24","Language Arts & Disciplines",290
"9520","30 Days to a More Powerful Vocabulary","Norman Lewis","Paperback",4,"7.78",9780671743499,"Dictionaries-Languages","1991-03-15","Education",260
"9521","The Penguin Dictionary of Literary Terms and Literary Theory","J. A. Cuddon","Paperback",4,"16.54",9780141047157,"Dictionaries-Languages",NA,NA,NA
"9522","A Guide to Japanese Grammar","MR Tae K Kim","Paperback",4.5,"21.96",9781495238963,"Dictionaries-Languages","2014-01-23","Japanese language",0
"9523","Common Mistakes at Proficiency...and How to Avoid Them","Julie Moore","Paperback",4,"10.23",9780521606837,"Dictionaries-Languages","2005-02-10","Foreign Language Study",0
"9524","The Nice and Accurate Good Omens TV Companion","Matt Whyman","Hardback",4.5,"26.28",9781472258298,"Dictionaries-Languages","2019-05-21","Good omens (Television program)",320
"9525","The Situation and the Story","Vivian Gornick","Paperback",4,"11.97",9780374528584,"Dictionaries-Languages",NA,NA,NA
"9526","Writing Workshop","Ralph Fletcher","Paperback",4,"27.5",9780325003627,"Dictionaries-Languages","2001","Education",180
"9527","Interventions for Speech Sound Disorders in Children","A.Lynn Williams","Paperback",4,"68.9",9781598570182,"Dictionaries-Languages","2010","Education",644
"9528","Pocket Oxford Chinese Dictionary","Oxford Dictionaries","Paperback",4.5,"15.7",9780198005940,"Dictionaries-Languages","2009","Foreign Language Study",1145
"9529","Polish For Dummies","Daria Gabryanczyk","Paperback",4,"17.57",9781119979593,"Dictionaries-Languages","2012-05-07","Foreign Language Study",436
"9530","Oxford Reading Tree: Level 6: Stories: Land of the Dinosaurs","Roderick Hunt","Paperback",4,"5.41",9780198482796,"Dictionaries-Languages",NA,NA,NA
"9531","Particle Physics: A Very Short Introduction","Frank Close","Paperback",4,"7.48",9780192804341,"Dictionaries-Languages","2004-05-13","Science",161
"9532","Comics and Sequential Art","Will Eisner","Paperback",4,"20.15",9780393331264,"Dictionaries-Languages",NA,NA,NA
"9533","Key Words: 1a Play with us","W. Murray","Hardback",4,"3.99",9781409301110,"Dictionaries-Languages","2009-08-25","Juvenile Nonfiction",0
"9534","Learn Korean with BTS (Bangtan Boys)","MR Peter Kang","Paperback",4.5,"12.05",9781545164679,"Dictionaries-Languages",NA,NA,NA
"9535","Paperback Oxford Large Print Dictionary","Oxford Dictionaries","Paperback",5,"16.66",9780199216307,"Dictionaries-Languages","2007-08-09","Reference",0
"9536","Oxford Reading Tree: Level 6: Stories: The Outing","Roderick Hunt","Paperback",3.5,"5.44",9780198482826,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9537","The Will to Power","Friedrich Nietzsche","Paperback",4,"12.48",9780141195353,"Dictionaries-Languages",NA,NA,NA
"9538","Phonics Pathways","Dolores G. Hiskes","Paperback",4.5,"22.08",9781118022436,"Dictionaries-Languages",NA,NA,NA
"9539","Grammar and Vocabulary for Advanced Book with Answers and Audio","Martin Hewings","Mixed media product",4,"32.04",9781107481114,"Dictionaries-Languages",NA,NA,NA
"9540","Oxford Reading Tree: Level 2: Stories: The Dream","Roderick Hunt","Paperback",3.5,"5.22",9780198481195,"Dictionaries-Languages","2011-01-06","Juvenile Nonfiction",0
"9541","Teach Yourself Complete Danish","Bente Elsworth","Mixed media product",4,"30.26",9781444194982,"Dictionaries-Languages","2010-12-31","Foreign Language Study",0
"9542","Oxford Grammar of Classical Greek","James Morwood","Paperback",4,"10.01",9780198604563,"Dictionaries-Languages",NA,NA,NA
"9543","Jolly Phonics Read and See, Pack 1","Sue Lloyd","Paperback",3,"31.17",9781903619247,"Dictionaries-Languages",NA,NA,NA
"9544","BBC SPANISH PHRASE BOOK & DICTIONARY","Carol Stanley","Paperback",3.5,"5.22",9780563519218,"Dictionaries-Languages","2005","English language",223
"9545","100 First Words in English Sticker Book","Felicity Brooks","Paperback",0,"6.3",9781409551539,"Dictionaries-Languages",NA,NA,NA
"9546","Telling True Stories","Mark Kramer","Paperback",4,"14.51",9780452287556,"Dictionaries-Languages","2007-01-30","Language Arts & Disciplines",337
"9547","Italian All-in-One For Dummies","Antonietta Di Pietro","Paperback",4,"21.39",9781118510605,"Dictionaries-Languages",NA,NA,NA
"9548","Easy Learning Italian Complete Grammar, Verbs and Vocabulary (3 books in 1)","Collins Dictionaries","Paperback",4,"15.65",9780008141752,"Dictionaries-Languages","2016-01-14","Italian language",720
"9549","Japanese For Busy People 1: The Workbook For The Revised 3rd Edition","Ajalt","Paperback",3.5,"18.06",9781568363998,"Dictionaries-Languages","2012-05-15","Foreign Language Study",0
"9550","Minimus Pupil's Book","Barbara Bell","Paperback",4.5,"20.36",9780521659604,"Dictionaries-Languages","1999-09-02","Education",76
"9551","The Penguin Dictionary of Architecture and Landscape Architecture","John Fleming","Paperback",4,"15.56",9780140513233,"Dictionaries-Languages",NA,NA,NA
"9552","The Penguin Dictionary of Classical Mythology","A. R. Maxwell-Hyslop","Paperback",4,"13.5",9780140512359,"Dictionaries-Languages","1992-01-07","Fiction",0
"9553","How to Read a Poem","Edward Hirsch","Paperback",4,"15.7",9780156005661,"Dictionaries-Languages","1999","Language Arts & Disciplines",374
"9554","504 Absolutely Essential Words","Murray Bromberg","Paperback",4,"14.14",9780764147814,"Dictionaries-Languages",NA,NA,NA
"9555","Five-Minute Activities","Penny Ur","Paperback",4,"21.71",9780521397810,"Dictionaries-Languages","1992-02-06","Education, Foreign Language Study",124
"9556","Key Words: 3c Let me write","W. Murray","Hardback",4,"3.98",9781409301196,"Dictionaries-Languages","2009-08-25","Juvenile Nonfiction",0
"9557","Writing for Social Scientists","Howard Saul Becker","Hardback",4,"11.32",9780226041322,"Dictionaries-Languages","2007-12-15","Social Science",211
"9558","The Horse, the Wheel, and Language","David W. Anthony","Paperback",4,"25.97",9780691148182,"Dictionaries-Languages","2007","Foreign Language Study",568
"9559","Don't Sleep, There are Snakes","Daniel Everett","Paperback",4,"9.56",9781846680403,"Dictionaries-Languages","2009","Biography & Autobiography",0
"9560","Russian Grammar","Mark Kiken","Fold-out book or chart",4.5,"6.39",9781572226982,"Dictionaries-Languages",NA,NA,NA
"9561","Crimes Against Humanity","Geoffrey Robertson","Paperback",4,"19.54",9780141974835,"Dictionaries-Languages","2012","Civil rights movements",0
"9562","Oxford Reading Tree: Level 3: Stories: The Egg Hunt","Roderick Hunt","Paperback",2.5,"4.29",9780198481737,"Dictionaries-Languages",NA,NA,NA
